date,series_id,value
2015-04-17,shop_31_item_20949,21.0
2015-04-18,shop_31_item_20949,30.0
2015-04-19,shop_31_item_20949,23.0
2015-04-20,shop_31_item_20949,17.0
2015-04-21,shop_31_item_20949,18.0
2015-04-22,shop_31_item_20949,10.0
2015-04-23,shop_31_item_20949,12.0
2015-04-24,shop_31_item_20949,19.0
2015-04-25,shop_31_item_20949,24.0
2015-04-26,shop_31_item_20949,12.0
2015-04-27,shop_31_item_20949,9.0
2015-04-28,shop_31_item_20949,10.0
2015-04-29,shop_31_item_20949,18.0
2015-04-30,shop_31_item_20949,22.0
2015-05-01,shop_31_item_20949,25.0
2015-05-02,shop_31_item_20949,17.0
2015-05-03,shop_31_item_20949,5.0
2015-05-04,shop_31_item_20949,6.0
2015-05-05,shop_31_item_20949,15.0
2015-05-06,shop_31_item_20949,12.0
2015-05-07,shop_31_item_20949,13.0
2015-05-08,shop_31_item_20949,15.0
2015-05-09,shop_31_item_20949,7.0
2015-05-10,shop_31_item_20949,8.0
2015-05-11,shop_31_item_20949,16.0
2015-05-12,shop_31_item_20949,12.0
2015-05-13,shop_31_item_20949,9.0
2015-05-14,shop_31_item_20949,8.0
2015-05-15,shop_31_item_20949,19.0
2015-05-16,shop_31_item_20949,20.0
2015-05-17,shop_31_item_20949,9.0
2015-05-18,shop_31_item_20949,6.0
2015-05-19,shop_31_item_20949,41.0
2015-05-20,shop_31_item_20949,23.0
2015-05-21,shop_31_item_20949,17.0
2015-05-22,shop_31_item_20949,13.0
2015-05-23,shop_31_item_20949,26.0
2015-05-24,shop_31_item_20949,18.0
2015-05-25,shop_31_item_20949,11.0
2015-05-26,shop_31_item_20949,10.0
2015-05-27,shop_31_item_20949,15.0
2015-05-28,shop_31_item_20949,16.0
2015-05-29,shop_31_item_20949,15.0
2015-05-30,shop_31_item_20949,20.0
2015-05-31,shop_31_item_20949,13.0
2015-06-01,shop_31_item_20949,12.0
2015-06-02,shop_31_item_20949,16.0
2015-06-03,shop_31_item_20949,15.0
2015-06-04,shop_31_item_20949,15.0
2015-06-05,shop_31_item_20949,21.0
2015-06-06,shop_31_item_20949,14.0
2015-06-07,shop_31_item_20949,12.0
2015-06-08,shop_31_item_20949,9.0
2015-06-09,shop_31_item_20949,8.0
2015-06-10,shop_31_item_20949,19.0
2015-06-11,shop_31_item_20949,27.0
2015-06-12,shop_31_item_20949,23.0
2015-06-13,shop_31_item_20949,7.0
2015-06-14,shop_31_item_20949,8.0
2015-06-15,shop_31_item_20949,14.0
2015-06-16,shop_31_item_20949,19.0
2015-06-17,shop_31_item_20949,5.0
2015-06-18,shop_31_item_20949,18.0
2015-06-19,shop_31_item_20949,9.0
2015-06-20,shop_31_item_20949,20.0
2015-06-21,shop_31_item_20949,15.0
2015-06-22,shop_31_item_20949,8.0
2015-06-23,shop_31_item_20949,21.0
2015-06-24,shop_31_item_20949,17.0
2015-06-25,shop_31_item_20949,9.0
2015-06-26,shop_31_item_20949,8.0
2015-06-27,shop_31_item_20949,22.0
2015-06-28,shop_31_item_20949,10.0
2015-06-29,shop_31_item_20949,15.0
2015-06-30,shop_31_item_20949,18.0
2015-07-01,shop_31_item_20949,14.0
2015-07-02,shop_31_item_20949,19.0
2015-07-03,shop_31_item_20949,24.0
2015-07-04,shop_31_item_20949,13.0
2015-07-05,shop_31_item_20949,11.0
2015-07-06,shop_31_item_20949,19.0
2015-07-07,shop_31_item_20949,13.0
2015-07-08,shop_31_item_20949,23.0
2015-07-09,shop_31_item_20949,21.0
2015-07-10,shop_31_item_20949,18.0
2015-07-11,shop_31_item_20949,21.0
2015-07-12,shop_31_item_20949,12.0
2015-07-13,shop_31_item_20949,19.0
2015-07-14,shop_31_item_20949,21.0
2015-07-15,shop_31_item_20949,16.0
2015-07-16,shop_31_item_20949,6.0
2015-07-17,shop_31_item_20949,23.0
2015-07-18,shop_31_item_20949,15.0
2015-07-19,shop_31_item_20949,8.0
2015-07-20,shop_31_item_20949,18.0
2015-07-21,shop_31_item_20949,17.0
2015-07-22,shop_31_item_20949,14.0
2015-07-23,shop_31_item_20949,10.0
2015-07-24,shop_31_item_20949,22.0
2015-07-25,shop_31_item_20949,13.0
2015-07-26,shop_31_item_20949,7.0
2015-07-27,shop_31_item_20949,15.0
2015-07-28,shop_31_item_20949,7.0
2015-07-29,shop_31_item_20949,16.0
2015-07-30,shop_31_item_20949,10.0
2015-07-31,shop_31_item_20949,17.0
2015-08-01,shop_31_item_20949,18.0
2015-08-02,shop_31_item_20949,7.0
2015-08-03,shop_31_item_20949,15.0
2015-08-04,shop_31_item_20949,18.0
2015-08-05,shop_31_item_20949,18.0
2015-08-06,shop_31_item_20949,13.0
2015-08-07,shop_31_item_20949,20.0
2015-08-08,shop_31_item_20949,15.0
2015-08-09,shop_31_item_20949,14.0
2015-08-10,shop_31_item_20949,11.0
2015-08-11,shop_31_item_20949,9.0
2015-08-12,shop_31_item_20949,19.0
2015-08-13,shop_31_item_20949,15.0
2015-08-14,shop_31_item_20949,13.0
2015-08-15,shop_31_item_20949,6.0
2015-08-16,shop_31_item_20949,9.0
2015-08-17,shop_31_item_20949,11.0
2015-08-18,shop_31_item_20949,6.0
2015-08-19,shop_31_item_20949,5.0
2015-08-20,shop_31_item_20949,22.0
2015-08-21,shop_31_item_20949,26.0
2015-08-22,shop_31_item_20949,15.0
2015-08-23,shop_31_item_20949,14.0
2015-08-24,shop_31_item_20949,14.0
2015-08-25,shop_31_item_20949,12.0
2015-08-26,shop_31_item_20949,8.0
2015-08-27,shop_31_item_20949,15.0
2015-08-28,shop_31_item_20949,11.0
2015-08-29,shop_31_item_20949,24.0
2015-08-30,shop_31_item_20949,23.0
2015-08-31,shop_31_item_20949,10.0
2015-09-01,shop_31_item_20949,18.0
2015-09-02,shop_31_item_20949,9.0
2015-09-03,shop_31_item_20949,15.0
2015-09-04,shop_31_item_20949,20.0
2015-09-05,shop_31_item_20949,23.0
2015-09-06,shop_31_item_20949,19.0
2015-09-07,shop_31_item_20949,14.0
2015-09-08,shop_31_item_20949,17.0
2015-09-09,shop_31_item_20949,11.0
2015-09-10,shop_31_item_20949,18.0
2015-09-11,shop_31_item_20949,15.0
2015-09-12,shop_31_item_20949,26.0
2015-09-13,shop_31_item_20949,21.0
2015-09-14,shop_31_item_20949,8.0
2015-09-15,shop_31_item_20949,12.0
2015-09-16,shop_31_item_20949,9.0
2015-09-17,shop_31_item_20949,13.0
2015-09-18,shop_31_item_20949,22.0
2015-09-19,shop_31_item_20949,14.0
2015-09-20,shop_31_item_20949,7.0
2015-09-21,shop_31_item_20949,6.0
2015-09-22,shop_31_item_20949,42.0
2015-09-23,shop_31_item_20949,15.0
2015-09-24,shop_31_item_20949,19.0
2015-09-25,shop_31_item_20949,22.0
2015-09-26,shop_31_item_20949,15.0
2015-09-27,shop_31_item_20949,12.0
2015-09-28,shop_31_item_20949,6.0
2015-09-29,shop_31_item_20949,12.0
2015-09-30,shop_31_item_20949,13.0
2015-10-01,shop_31_item_20949,19.0
2015-10-02,shop_31_item_20949,18.0
2015-10-03,shop_31_item_20949,21.0
2015-10-04,shop_31_item_20949,10.0
2015-10-05,shop_31_item_20949,6.0
2015-10-06,shop_31_item_20949,27.0
2015-10-07,shop_31_item_20949,19.0
2015-10-08,shop_31_item_20949,8.0
2015-10-09,shop_31_item_20949,20.0
2015-10-10,shop_31_item_20949,24.0
2015-10-11,shop_31_item_20949,12.0
2015-10-12,shop_31_item_20949,8.0
2015-10-13,shop_31_item_20949,15.0
2015-10-14,shop_31_item_20949,9.0
2015-10-15,shop_31_item_20949,11.0
2015-10-16,shop_31_item_20949,13.0
2015-10-17,shop_31_item_20949,15.0
2015-10-18,shop_31_item_20949,17.0
2015-10-19,shop_31_item_20949,17.0
2015-10-20,shop_31_item_20949,13.0
2015-10-21,shop_31_item_20949,7.0
2015-10-22,shop_31_item_20949,6.0
2015-10-23,shop_31_item_20949,11.0
2015-10-24,shop_31_item_20949,27.0
2015-10-25,shop_31_item_20949,13.0
2015-10-26,shop_31_item_20949,11.0
2015-10-27,shop_31_item_20949,9.0
2015-10-28,shop_31_item_20949,2.0
2015-10-29,shop_31_item_20949,10.0
2015-10-30,shop_31_item_20949,17.0
2015-10-31,shop_31_item_20949,16.0
